Category,Job ID,Sub ID,Budget Avg,Country Normalized,Absolute Date,Job Type,Experience Level,Allowed Applicant Country
Web Development,1972567175693701779,~021972567175693701779,25.0,Turkey,2025-09-29T07:40:38.112Z,Hourly,Intermediate,Turkey
AI Apps & Integration,1975929284320856278,~021975929284320856278,55.0,United States,2025-10-08T14:20:27.272Z,Hourly,Expert,United States
Web Development,1968354482057145516,~021968354482057145516,,United States,2025-09-17T16:40:53.682Z,Hourly,Entry Level,United States
Web Development,1979199427685006133,~021979199427685006133,100.0,United States,2025-10-17T14:54:50.179Z,Fixed,Expert,United States
Web Development,1991182234581166575,~021991182234581166575,37.5,United States,2025-11-19T16:30:14.081Z,Hourly,Intermediate,United States
Web & Mobile Design,1981260035214378489,~021981260035214378489,25.0,United States,2025-10-23T07:22:57.317Z,Hourly,Intermediate,Ukraine
Web & Mobile Design,1981260035214378489,~021981260035214378489,25.0,United States,2025-10-23T07:22:57.317Z,Hourly,Intermediate,Philippines
Web Development,1987756774931075377,~021987756774931075377,21.0,United States,2025-11-10T05:38:40.817Z,Hourly,Expert,India
Web Development,1986460009663612700,~021986460009663612700,,United States,2025-11-06T15:45:47.879Z,Hourly,Expert,Nigeria
Web Development,1981034347135111282,~021981034347135111282,47.5,United States,2025-10-22T16:26:09.075Z,Hourly,Intermediate,United States
Scripts & Utilities,1986152158474911478,~021986152158474911478,30.0,United States,2025-11-05T19:22:30.417Z,Hourly,Expert,Philippines
AI Apps & Integration,1972703995951792464,~021972703995951792464,8.0,United States,2025-09-29T16:44:18.584Z,Hourly,Intermediate,Vietnam
AI Apps & Integration,1980915343240774498,~021980915343240774498,,Singapore,2025-10-22T08:33:16.341Z,Fixed,Expert,Canada
AI Apps & Integration,1980915343240774498,~021980915343240774498,,Singapore,2025-10-22T08:33:16.341Z,Fixed,Expert,France
AI Apps & Integration,1980915343240774498,~021980915343240774498,,Singapore,2025-10-22T08:33:16.341Z,Fixed,Expert,Switzerland
AI Apps & Integration,1980915343240774498,~021980915343240774498,,Singapore,2025-10-22T08:33:16.341Z,Fixed,Expert,Belgium
AI Apps & Integration,1970831668308583584,~021970831668308583584,,United States,2025-09-24T12:44:20.869Z,Fixed,Intermediate,China
AI Apps & Integration,1968768697251146741,~021968768697251146741,900.0,United States,2025-09-18T20:06:50.346Z,Fixed,Expert,India
AI Apps & Integration,1990168955655352770,~021990168955655352770,15.0,United States,2025-11-16T21:23:49.472Z,Hourly,Expert,Philippines
AI Apps & Integration,1976703840601349632,~021976703840601349632,100.0,United States,2025-10-10T17:38:15.837Z,Hourly,Expert,United States
Web Development,1978642998681821934,~021978642998681821934,,United States,2025-10-16T02:03:47.161Z,Hourly,Expert,Philippines
Web Development,1976609141847555363,~021976609141847555363,300.0,United Kingdom,2025-10-10T11:21:57.908Z,Fixed,Intermediate,United Kingdom
Other - Software Development,1976657901198814950,~021976657901198814950,220.0,United States,2025-10-10T14:35:43.029Z,Fixed,Expert,United States
Web Development,1971026922881154417,~021971026922881154417,40.0,United States,2025-09-25T01:40:13.196Z,Hourly,Expert,United States
Web Development,1975075796491792038,~021975075796491792038,,United States,2025-10-06T05:48:59.897Z,Hourly,Expert,United States
Web Development,1980434552800494876,~021980434552800494876,77.5,United States,2025-10-21T00:42:46.990Z,Hourly,Expert,United States
Web Development,1984382407508515785,~021984382407508515785,,United States,2025-10-31T22:10:08.856Z,Hourly,Expert,United States
Mobile Development,1975127028880605519,~021975127028880605519,,Egypt,2025-10-06T09:12:34.660Z,Hourly,Expert,Egypt
Mobile Development,1990297706627323928,~021990297706627323928,500.0,Singapore,2025-11-17T05:55:26.129Z,Fixed,Expert,Indonesia
Mobile Development,1990297706627323928,~021990297706627323928,500.0,Singapore,2025-11-17T05:55:26.129Z,Fixed,Expert,Malaysia
Mobile Development,1975176874787486751,~021975176874787486751,17.5,United Kingdom,2025-10-06T12:30:38.911Z,Hourly,Intermediate,Ukraine
Mobile Development,1971646376729920701,~021971646376729920701,,United States,2025-09-26T18:41:42.554Z,Hourly,Expert,United States
Mobile Development,1972868313657852240,~021972868313657852240,200.0,United States,2025-09-30T03:37:14.967Z,Fixed,Expert,United States
Mobile Development,1973575123176330033,~021973575123176330033,25.0,United States,2025-10-02T02:25:51.486Z,Hourly,Expert,United States
AI Apps & Integration,1970940370562331562,~021970940370562331562,,France,2025-09-24T19:56:17.504Z,Hourly,Entry Level,France
AI Apps & Integration,1969884958248938485,~021969884958248938485,20.0,United States,2025-09-21T22:02:27.610Z,Hourly,Intermediate,India
AI Apps & Integration,1980466526947257800,~021980466526947257800,17.5,United States,2025-10-21T02:49:50.182Z,Hourly,Entry Level,Japan
AI Apps & Integration,1984493656372086510,~021984493656372086510,35.0,Australia,2025-11-01T05:32:12.682Z,Hourly,Expert,Pakistan
Web Development,1985042894760737400,~021985042894760737400,15.0,Serbia,2025-11-02T17:54:41.313Z,Hourly,Expert,Pakistan
Web Development,1985042894760737400,~021985042894760737400,15.0,Serbia,2025-11-02T17:54:41.313Z,Hourly,Expert,India
AI Apps & Integration,1973495299373685477,~021973495299373685477,100.0,United States,2025-10-01T21:08:40.071Z,Hourly,Expert,United States
Product Management & Scrum,1979556635238282756,~021979556635238282756,60.0,United States,2025-10-18T14:34:15.089Z,Hourly,Intermediate,Argentina
Product Management & Scrum,1979556635238282756,~021979556635238282756,60.0,United States,2025-10-18T14:34:15.089Z,Hourly,Intermediate,Brazil
Product Management & Scrum,1979556635238282756,~021979556635238282756,60.0,United States,2025-10-18T14:34:15.089Z,Hourly,Intermediate,Colombia
Product Management & Scrum,1979556635238282756,~021979556635238282756,60.0,United States,2025-10-18T14:34:15.089Z,Hourly,Intermediate,Denmark
Product Management & Scrum,1979556635238282756,~021979556635238282756,60.0,United States,2025-10-18T14:34:15.089Z,Hourly,Intermediate,Dominican Republic
Product Management & Scrum,1979556635238282756,~021979556635238282756,60.0,United States,2025-10-18T14:34:15.089Z,Hourly,Intermediate,Venezuela
Product Management & Scrum,1979556635238282756,~021979556635238282756,60.0,United States,2025-10-18T14:34:15.089Z,Hourly,Intermediate,United States
Product Management & Scrum,1979556635238282756,~021979556635238282756,60.0,United States,2025-10-18T14:34:15.089Z,Hourly,Intermediate,United Kingdom
Product Management & Scrum,1979556635238282756,~021979556635238282756,60.0,United States,2025-10-18T14:34:15.089Z,Hourly,Intermediate,Peru
Product Management & Scrum,1983045421896705456,~021983045421896705456,20.0,United States,2025-10-28T05:37:26.629Z,Hourly,Intermediate,China
Product Management & Scrum,1983045421896705456,~021983045421896705456,20.0,United States,2025-10-28T05:37:26.629Z,Hourly,Intermediate,Taiwan
Product Management & Scrum,1975206566160887151,~021975206566160887151,,United States,2025-10-06T14:28:37.798Z,Hourly,Expert,Colombia
Product Management & Scrum,1969446406973303797,~021969446406973303797,80.0,United States,2025-09-20T16:59:48.829Z,Hourly,Intermediate,United States
Product Management & Scrum,1971368089901085610,~021971368089901085610,,United States,2025-09-26T00:15:53.819Z,Fixed,Intermediate,United States
Product Management & Scrum,1976332339052870947,~021976332339052870947,50.0,United States,2025-10-09T17:02:02.998Z,Hourly,Expert,United States
Product Management & Scrum,1982919076974780408,~021982919076974780408,92.5,United States,2025-10-27T21:15:23.680Z,Hourly,Expert,United States
Web Development,1980004822575326911,~021980004822575326911,,Canada,2025-10-19T20:15:11.299Z,Fixed,Expert,India
Web Development,1980004822575326911,~021980004822575326911,,Canada,2025-10-19T20:15:11.299Z,Fixed,Expert,Philippines
Web Development,1976446820919241015,~021976446820919241015,80.0,United States,2025-10-10T00:36:57.596Z,Hourly,Expert,United States
Web Development,1983765860280692425,~021983765860280692425,110.0,United States,2025-10-30T05:20:12.588Z,Hourly,Expert,United States
Other - Software Development,1973145245664822004,~021973145245664822004,,United States,2025-09-30T21:57:40.703Z,Hourly,Expert,Mexico
Other - Software Development,1973145245664822004,~021973145245664822004,,United States,2025-09-30T21:57:40.703Z,Hourly,Expert,Canada
Scripts & Utilities,1980981071802808666,~021980981071802808666,15.0,United States,2025-10-22T12:54:27.249Z,Fixed,Entry Level,Nigeria
Scripts & Utilities,1980275266181541320,~021980275266181541320,9.0,United States,2025-10-20T14:09:50.080Z,Hourly,Intermediate,Philippines
Ecommerce Development,1985606955284999475,~021985606955284999475,35.0,United States,2025-11-04T07:16:03.877Z,Hourly,Expert,United States
Other - Software Development,1975340811545289338,~021975340811545289338,34.0,United States,2025-10-06T23:22:04.395Z,Hourly,Intermediate,United States
Other - Software Development,1979183652889128385,~021979183652889128385,350.0,United States,2025-10-17T13:52:09.162Z,Fixed,Intermediate,United States
Other - Software Development,1980303212118334055,~021980303212118334055,,United States,2025-10-20T16:00:52.907Z,Hourly,Intermediate,United States
Other - Software Development,1981173652026506958,~021981173652026506958,,United States,2025-10-23T01:39:41.962Z,Hourly,Intermediate,United States
Other - Software Development,1981173652026506958,~021981173652026506958,,United States,2025-10-23T01:39:41.962Z,Hourly,Intermediate,Canada
Web Development,1981279416699146198,~021981279416699146198,,France,2025-10-23T08:39:58.222Z,Hourly,Intermediate,Bangladesh
Web Development,1981279416699146198,~021981279416699146198,,France,2025-10-23T08:39:58.222Z,Hourly,Intermediate,Egypt
Web Development,1981279416699146198,~021981279416699146198,,France,2025-10-23T08:39:58.222Z,Hourly,Intermediate,Ethiopia
Web Development,1981279416699146198,~021981279416699146198,,France,2025-10-23T08:39:58.222Z,Hourly,Intermediate,Ghana
Web Development,1981279416699146198,~021981279416699146198,,France,2025-10-23T08:39:58.222Z,Hourly,Intermediate,India
Web Development,1981279416699146198,~021981279416699146198,,France,2025-10-23T08:39:58.222Z,Hourly,Intermediate,Indonesia
Web Development,1981279416699146198,~021981279416699146198,,France,2025-10-23T08:39:58.222Z,Hourly,Intermediate,Kenya
Web Development,1981279416699146198,~021981279416699146198,,France,2025-10-23T08:39:58.222Z,Hourly,Intermediate,Nigeria
Web Development,1981279416699146198,~021981279416699146198,,France,2025-10-23T08:39:58.222Z,Hourly,Intermediate,Pakistan
Web Development,1981279416699146198,~021981279416699146198,,France,2025-10-23T08:39:58.222Z,Hourly,Intermediate,Philippines
Web Development,1981279416699146198,~021981279416699146198,,France,2025-10-23T08:39:58.222Z,Hourly,Intermediate,Senegal
Web Development,1981279416699146198,~021981279416699146198,,France,2025-10-23T08:39:58.222Z,Hourly,Intermediate,Tunisia
Web Development,1981279416699146198,~021981279416699146198,,France,2025-10-23T08:39:58.222Z,Hourly,Intermediate,Turkey
Web Development,1981279416699146198,~021981279416699146198,,France,2025-10-23T08:39:58.222Z,Hourly,Intermediate,Ukraine
Web Development,1981279416699146198,~021981279416699146198,,France,2025-10-23T08:39:58.222Z,Hourly,Intermediate,Vietnam
Web & Mobile Design,1968206615749356716,~021968206615749356716,30.0,Hong Kong,2025-09-17T06:53:19.570Z,Fixed,Intermediate,Indonesia
Web & Mobile Design,1978359073913467550,~021978359073913467550,300.0,Hong Kong,2025-10-15T07:15:34.228Z,Fixed,Intermediate,Indonesia
Web & Mobile Design,1963008377778470188,~021963008377778470188,800.0,United States,2025-09-02T22:37:23.114Z,Fixed,Expert,United States
Ecommerce Development,1973826267805008628,~021973826267805008628,300.0,United States,2025-10-02T19:03:49.098Z,Fixed,Expert,India
Ecommerce Development,1973494707625530097,~021973494707625530097,75.0,United States,2025-10-01T21:06:19.071Z,Hourly,Expert,United States
AI Apps & Integration,1981833286195945204,~021981833286195945204,12.5,India,2025-10-24T21:20:50.977Z,Hourly,Expert,India
AI Apps & Integration,1956267986911260839,~021956267986911260839,37.5,United States,2025-08-15T08:13:28.683Z,Hourly,Expert,Kenya
Web Development,1987204410763730218,~021987204410763730218,101.0,United States,2025-11-08T17:03:46.985Z,Hourly,Expert,United States
Web Development,1981632307220510928,~021981632307220510928,150.0,India,2025-10-24T08:02:13.968Z,Fixed,Intermediate,Sri Lanka
Web Development,1981632307220510928,~021981632307220510928,150.0,India,2025-10-24T08:02:13.968Z,Fixed,Intermediate,India
Web Development,1981632307220510928,~021981632307220510928,150.0,India,2025-10-24T08:02:13.968Z,Fixed,Intermediate,Bangladesh
Web Development,1972795899087372624,~021972795899087372624,65.0,United States,2025-09-29T22:49:29.967Z,Hourly,Intermediate,United States
Ecommerce Development,1975194191173119343,~021975194191173119343,,United States,2025-10-06T13:39:27.423Z,Fixed,Intermediate,United States
AI Apps & Integration,1954306329698361180,~021954306329698361180,,United States,2025-08-09T22:18:33.124Z,Hourly,Expert,United States
Ecommerce Development,1977924425754975744,~021977924425754975744,50.0,United Kingdom,2025-10-14T02:28:26.007Z,Fixed,Intermediate,Australia
Ecommerce Development,1977924425754975744,~021977924425754975744,50.0,United Kingdom,2025-10-14T02:28:26.007Z,Fixed,Intermediate,Canada
Ecommerce Development,1977924425754975744,~021977924425754975744,50.0,United Kingdom,2025-10-14T02:28:26.007Z,Fixed,Intermediate,Netherlands
Ecommerce Development,1977924425754975744,~021977924425754975744,50.0,United Kingdom,2025-10-14T02:28:26.007Z,Fixed,Intermediate,Singapore
Ecommerce Development,1977924425754975744,~021977924425754975744,50.0,United Kingdom,2025-10-14T02:28:26.007Z,Fixed,Intermediate,United Kingdom
Ecommerce Development,1977924425754975744,~021977924425754975744,50.0,United Kingdom,2025-10-14T02:28:26.007Z,Fixed,Intermediate,United States
Web Development,1983221245715293616,~021983221245715293616,27.5,Uruguay,2025-10-28T17:16:06.286Z,Hourly,Expert,Argentina
Web Development,1983221245715293616,~021983221245715293616,27.5,Uruguay,2025-10-28T17:16:06.286Z,Hourly,Expert,Uruguay
Web Development,1986687274279789235,~021986687274279789235,17.5,United States,2025-11-07T06:48:51.967Z,Hourly,Expert,Bangladesh
Web Development,1986687274279789235,~021986687274279789235,17.5,United States,2025-11-07T06:48:51.967Z,Hourly,Expert,Bhutan
Web Development,1986687274279789235,~021986687274279789235,17.5,United States,2025-11-07T06:48:51.967Z,Hourly,Expert,Chile
Web Development,1986687274279789235,~021986687274279789235,17.5,United States,2025-11-07T06:48:51.967Z,Hourly,Expert,Ghana
Web Development,1986687274279789235,~021986687274279789235,17.5,United States,2025-11-07T06:48:51.967Z,Hourly,Expert,Mali
Web Development,1986687274279789235,~021986687274279789235,17.5,United States,2025-11-07T06:48:51.967Z,Hourly,Expert,Myanmar
Web Development,1986687274279789235,~021986687274279789235,17.5,United States,2025-11-07T06:48:51.967Z,Hourly,Expert,Vietnam
Web Development,1986687274279789235,~021986687274279789235,17.5,United States,2025-11-07T06:48:51.967Z,Hourly,Expert,Nepal
Web Development,1986687274279789235,~021986687274279789235,17.5,United States,2025-11-07T06:48:51.967Z,Hourly,Expert,Pakistan
DevOps & Solution Architecture,1980140713036898572,~021980140713036898572,300.0,United States,2025-10-20T05:15:10.103Z,Fixed,Intermediate,India
DevOps & Solution Architecture,1983350391164289515,~021983350391164289515,200.0,Nepal,2025-10-29T01:49:17.019Z,Fixed,Expert,India
DevOps & Solution Architecture,1985658499359485235,~021985658499359485235,700.0,New Zealand,2025-11-04T10:40:52.938Z,Fixed,Expert,India
DevOps & Solution Architecture,1986843638428387100,~021986843638428387100,,United States,2025-11-07T17:10:12.090Z,Fixed,Expert,India
DevOps & Solution Architecture,1986843638428387100,~021986843638428387100,,United States,2025-11-07T17:10:12.090Z,Fixed,Expert,United States
DevOps & Solution Architecture,1989098784031593795,~021989098784031593795,200.0,United States,2025-11-13T22:31:20.704Z,Fixed,Expert,India
DevOps & Solution Architecture,1990317790885114306,~021990317790885114306,,United States,2025-11-17T07:15:14.583Z,Hourly,Expert,India
Ecommerce Development,1971971258733138579,~021971971258733138579,8.0,India,2025-09-27T16:12:40.395Z,Hourly,Expert,India
Web Development,1970468697662711079,~021970468697662711079,13.5,United States,2025-09-23T12:42:01.908Z,Hourly,Expert,India
DevOps & Solution Architecture,1987866398904586545,~021987866398904586545,20.0,United States,2025-11-10T12:54:17.198Z,Hourly,Intermediate,Ukraine
DevOps & Solution Architecture,1987866398904586545,~021987866398904586545,20.0,United States,2025-11-10T12:54:17.198Z,Hourly,Intermediate,Poland
DevOps & Solution Architecture,1987866398904586545,~021987866398904586545,20.0,United States,2025-11-10T12:54:17.198Z,Hourly,Intermediate,Serbia
DevOps & Solution Architecture,1987866398904586545,~021987866398904586545,20.0,United States,2025-11-10T12:54:17.198Z,Hourly,Intermediate,Kazakhstan
DevOps & Solution Architecture,1987866398904586545,~021987866398904586545,20.0,United States,2025-11-10T12:54:17.198Z,Hourly,Intermediate,Morocco
DevOps & Solution Architecture,1987866398904586545,~021987866398904586545,20.0,United States,2025-11-10T12:54:17.198Z,Hourly,Intermediate,Turkey
Web Development,1985794625202338866,~021985794625202338866,50.0,Lithuania,2025-11-04T19:41:47.908Z,Hourly,Intermediate,Ukraine
Web Development,1985794625202338866,~021985794625202338866,50.0,Lithuania,2025-11-04T19:41:47.908Z,Hourly,Intermediate,Poland
DevOps & Solution Architecture,1978841916669584109,~021978841916669584109,27.5,United States,2025-10-16T15:14:12.947Z,Hourly,Intermediate,United States
DevOps & Solution Architecture,1978841916669584109,~021978841916669584109,27.5,United States,2025-10-16T15:14:12.947Z,Hourly,Intermediate,Israel
DevOps & Solution Architecture,1978841916669584109,~021978841916669584109,27.5,United States,2025-10-16T15:14:12.947Z,Hourly,Intermediate,Ukraine
DevOps & Solution Architecture,1981770764310162802,~021981770764310162802,,United States,2025-10-24T17:12:24.610Z,Fixed,Expert,United States
DevOps & Solution Architecture,1981852664652177140,~021981852664652177140,57.5,Australia,2025-10-24T22:37:51.161Z,Hourly,Expert,United States
DevOps & Solution Architecture,1981852664652177140,~021981852664652177140,57.5,Australia,2025-10-24T22:37:51.161Z,Hourly,Expert,Canada
DevOps & Solution Architecture,1982116588806356578,~021982116588806356578,32.5,United States,2025-10-25T16:06:35.599Z,Hourly,Intermediate,United States
DevOps & Solution Architecture,1983468088381927113,~021983468088381927113,75.0,United States,2025-10-29T09:36:58.249Z,Hourly,Expert,United States
DevOps & Solution Architecture,1985340330648814448,~021985340330648814448,150.0,United States,2025-11-03T13:36:35.617Z,Fixed,Expert,United States
DevOps & Solution Architecture,1985718779178676714,~021985718779178676714,52.5,United States,2025-11-04T14:40:24.726Z,Hourly,Expert,United States
DevOps & Solution Architecture,1985719987227345776,~021985719987227345776,52.5,United States,2025-11-04T14:45:12.778Z,Hourly,Expert,United States
DevOps & Solution Architecture,1985745674389713387,~021985745674389713387,50.0,United States,2025-11-04T16:27:17.097Z,Hourly,Expert,United States
DevOps & Solution Architecture,1985893103031643864,~021985893103031643864,47.5,United States,2025-11-05T02:13:06.770Z,Hourly,Expert,United States
Ecommerce Development,1978297071396257134,~021978297071396257134,40.0,United States,2025-10-15T03:09:11.633Z,Hourly,Expert,United States
Ecommerce Development,1982649169092637874,~021982649169092637874,23.5,United States,2025-10-27T03:22:52.563Z,Hourly,Intermediate,United States
Web Development,1976791245857271526,~021976791245857271526,,Serbia,2025-10-10T23:25:34.886Z,Fixed,Expert,United States
Web Development,1978151639565074052,~021978151639565074052,22.5,United States,2025-10-14T17:31:18.029Z,Hourly,Intermediate,United States
Web Development,1981452175285782752,~021981452175285782752,55.0,United States,2025-10-23T20:06:27.101Z,Hourly,Expert,United States
Web Development,1981510045765348722,~021981510045765348722,50.0,United States,2025-10-23T23:56:24.447Z,Hourly,Intermediate,United States
Ecommerce Development,1977451181753461047,~021977451181753461047,15.0,United States,2025-10-12T19:07:55.864Z,Hourly,Intermediate,China
Ecommerce Development,1977451181753461047,~021977451181753461047,15.0,United States,2025-10-12T19:07:55.864Z,Hourly,Intermediate,India
Ecommerce Development,1980303494484995528,~021980303494484995528,,United States,2025-10-20T16:02:00.283Z,Hourly,Expert,India
Ecommerce Development,1985351546134624888,~021985351546134624888,,India,2025-11-03T14:21:09.533Z,Hourly,Expert,India
Ecommerce Development,1986137617712135926,~021986137617712135926,200.0,United States,2025-11-05T18:24:43.643Z,Fixed,Expert,India
Ecommerce Development,1986137617712135926,~021986137617712135926,200.0,United States,2025-11-05T18:24:43.643Z,Fixed,Expert,Bangladesh
Ecommerce Development,1986137617712135926,~021986137617712135926,200.0,United States,2025-11-05T18:24:43.643Z,Fixed,Expert,Sri Lanka
Ecommerce Development,1986137617712135926,~021986137617712135926,200.0,United States,2025-11-05T18:24:43.643Z,Fixed,Expert,Nepal
Ecommerce Development,1977341800140812006,~021977341800140812006,19.5,India,2025-10-12T11:53:17.178Z,Hourly,Intermediate,United Kingdom
Ecommerce Development,1973463343470631653,~021973463343470631653,,United States,2025-10-01T19:01:41.137Z,Hourly,Intermediate,United States
Ecommerce Development,1976772106970266915,~021976772106970266915,60.0,United States,2025-10-10T22:09:31.796Z,Hourly,Intermediate,United States
Ecommerce Development,1986139450153942066,~021986139450153942066,50.0,United States,2025-11-05T18:32:00.511Z,Hourly,Intermediate,United States
Ecommerce Development,1986896956034959132,~021986896956034959132,47.5,United States,2025-11-07T20:42:03.974Z,Hourly,Expert,United States
Mobile Development,1978135686320094852,~021978135686320094852,,Uruguay,2025-10-14T16:27:54.455Z,Hourly,Expert,Argentina
Mobile Development,1978135686320094852,~021978135686320094852,,Uruguay,2025-10-14T16:27:54.455Z,Hourly,Expert,Mexico
Mobile Development,1978135686320094852,~021978135686320094852,,Uruguay,2025-10-14T16:27:54.455Z,Hourly,Expert,Uruguay
Mobile Development,1978135686320094852,~021978135686320094852,,Uruguay,2025-10-14T16:27:54.455Z,Hourly,Expert,Paraguay
QA Testing,1966182122433274816,~021966182122433274816,10.0,Georgia,2025-09-11T16:48:42.740Z,Hourly,Intermediate,Argentina
Mobile Development,1973958771518332150,~021973958771518332150,75.0,United States,2025-10-03T03:50:20.405Z,Fixed,Intermediate,Bangladesh
Mobile Development,1985996222282536717,~021985996222282536717,,Turkey,2025-11-05T09:02:52.243Z,Hourly,Intermediate,Bulgaria
Mobile Development,1985996222282536717,~021985996222282536717,,Turkey,2025-11-05T09:02:52.243Z,Hourly,Intermediate,Greece
Mobile Development,1985996222282536717,~021985996222282536717,,Turkey,2025-11-05T09:02:52.243Z,Hourly,Intermediate,India
Mobile Development,1985996222282536717,~021985996222282536717,,Turkey,2025-11-05T09:02:52.243Z,Hourly,Intermediate,Pakistan
Mobile Development,1985996222282536717,~021985996222282536717,,Turkey,2025-11-05T09:02:52.243Z,Hourly,Intermediate,Romania
Mobile Development,1985996222282536717,~021985996222282536717,,Turkey,2025-11-05T09:02:52.243Z,Hourly,Intermediate,Turkey
Mobile Development,1985996222282536717,~021985996222282536717,,Turkey,2025-11-05T09:02:52.243Z,Hourly,Intermediate,Ukraine
QA Testing,1978861441896360816,~021978861441896360816,5.0,Saudi Arabia,2025-10-16T16:31:48.100Z,Fixed,Intermediate,Burkina Faso
Mobile Development,1960917757666542386,~021960917757666542386,42.5,United States,2025-08-28T04:10:00.434Z,Hourly,Expert,Canada
Mobile Development,1960917757666542386,~021960917757666542386,42.5,United States,2025-08-28T04:10:00.434Z,Hourly,Expert,India
Mobile Development,1960917757666542386,~021960917757666542386,42.5,United States,2025-08-28T04:10:00.434Z,Hourly,Expert,Poland
Mobile Development,1960917757666542386,~021960917757666542386,42.5,United States,2025-08-28T04:10:00.434Z,Hourly,Expert,Romania
Mobile Development,1960917757666542386,~021960917757666542386,42.5,United States,2025-08-28T04:10:00.434Z,Hourly,Expert,United States
Mobile Development,1982128357097152245,~021982128357097152245,100.0,Canada,2025-10-25T16:53:21.370Z,Hourly,Intermediate,Canada
QA Testing,1967159221125773518,~021967159221125773518,10.0,South Korea,2025-09-14T09:31:21.207Z,Hourly,Expert,China
Mobile Development,1960752164909597037,~021960752164909597037,,United States,2025-08-27T17:12:00.042Z,Fixed,Expert,India
Mobile Development,1967383739118922741,~021967383739118922741,,United States,2025-09-15T00:23:30.418Z,Hourly,Expert,India
Mobile Development,1968049411150851061,~021968049411150851061,7.5,United States,2025-09-16T20:28:39.090Z,Hourly,Intermediate,India
Mobile Development,1969414265001794285,~021969414265001794285,150.0,United States,2025-09-20T14:52:05.601Z,Fixed,Intermediate,India
Mobile Development,1969789345096281077,~021969789345096281077,,India,2025-09-21T15:42:31.653Z,Fixed,Expert,India
Mobile Development,1975745444168147578,~021975745444168147578,,India,2025-10-08T02:09:56.338Z,Hourly,Intermediate,India
Mobile Development,1978463858707102871,~021978463858707102871,200.0,United States,2025-10-15T14:11:56.897Z,Fixed,Intermediate,India
Mobile Development,1982386274238003408,~021982386274238003408,,Estonia,2025-10-26T09:58:13.609Z,Hourly,Intermediate,India
Mobile Development,1990366467163453547,~021990366467163453547,,United States,2025-11-17T10:28:39.956Z,Fixed,Expert,India
Mobile Development,1973287536222081841,~021973287536222081841,25.0,Pakistan,2025-10-01T07:23:05.462Z,Fixed,Intermediate,Pakistan
Mobile Development,1974756895913902415,~021974756895913902415,,Philippines,2025-10-05T08:41:48.062Z,Fixed,Intermediate,Philippines
Mobile Development,1981181256597454542,~021981181256597454542,200.0,Taiwan,2025-10-23T02:09:54.930Z,Fixed,Intermediate,Philippines
Mobile Development,1974281100333014262,~021974281100333014262,500.0,United States,2025-10-04T01:11:09.569Z,Fixed,Expert,Sri Lanka
Mobile Development,1967533119184959694,~021967533119184959694,62.5,United States,2025-09-15T10:17:05.485Z,Hourly,Expert,United States
Mobile Development,1967604507728017614,~021967604507728017614,25.5,United States,2025-09-15T15:00:45.860Z,Hourly,Expert,United States
Mobile Development,1967604507728017614,~021967604507728017614,25.5,United States,2025-09-15T15:00:45.860Z,Hourly,Expert,United Kingdom
Mobile Development,1967604507728017614,~021967604507728017614,25.5,United States,2025-09-15T15:00:45.860Z,Hourly,Expert,Ukraine
Mobile Development,1967604507728017614,~021967604507728017614,25.5,United States,2025-09-15T15:00:45.860Z,Hourly,Expert,Sweden
Mobile Development,1967604507728017614,~021967604507728017614,25.5,United States,2025-09-15T15:00:45.860Z,Hourly,Expert,Singapore
Mobile Development,1967604507728017614,~021967604507728017614,25.5,United States,2025-09-15T15:00:45.860Z,Hourly,Expert,Hong Kong
Mobile Development,1967654599679552501,~021967654599679552501,30.0,United States,2025-09-15T18:19:48.706Z,Hourly,Intermediate,United States
Mobile Development,1967676225758440437,~021967676225758440437,35.0,Armenia,2025-09-15T19:45:44.765Z,Hourly,Expert,United States
Mobile Development,1967676225758440437,~021967676225758440437,35.0,Armenia,2025-09-15T19:45:44.765Z,Hourly,Expert,Armenia
Mobile Development,1967676225758440437,~021967676225758440437,35.0,Armenia,2025-09-15T19:45:44.765Z,Hourly,Expert,Ukraine
Mobile Development,1968395475406056620,~021968395475406056620,,United States,2025-09-17T19:23:47.254Z,Fixed,Intermediate,United States
Mobile Development,1968746703071767724,~021968746703071767724,25.0,United States,2025-09-18T18:39:26.451Z,Hourly,Entry Level,United States
Mobile Development,1970178178544102916,~021970178178544102916,400.0,United States,2025-09-22T17:27:36.843Z,Fixed,Intermediate,United States
Mobile Development,1970213757363539575,~021970213757363539575,22.5,United States,2025-09-22T19:48:59.436Z,Hourly,Intermediate,United States
Mobile Development,1970789450771332465,~021970789450771332465,25.0,United States,2025-09-24T09:56:35.457Z,Hourly,Intermediate,United States
Mobile Development,1970859523777652007,~021970859523777652007,,United States,2025-09-24T14:35:02.169Z,Fixed,Intermediate,United States
Mobile Development,1971620060327399480,~021971620060327399480,35.0,United States,2025-09-26T16:57:08.260Z,Hourly,Expert,United States
Mobile Development,1973431272102159447,~021973431272102159447,,United States,2025-10-01T16:54:14.796Z,Hourly,Intermediate,United States
Mobile Development,1975713961755878010,~021975713961755878010,22.5,United States,2025-10-08T00:04:50.358Z,Hourly,Intermediate,United States
Mobile Development,1981062366019774137,~021981062366019774137,,United States,2025-10-22T18:17:29.354Z,Fixed,Expert,United States
Mobile Development,1981869565468641642,~021981869565468641642,,United States,2025-10-24T23:45:00.641Z,Hourly,Intermediate,United States
